"","p_brand","p_type","p_size","supplier_cnt"
"2427","Brand#53","ECONOMY ANODIZED STEEL",45,4
"2428","Brand#53","ECONOMY ANODIZED TIN",14,4
"2429","Brand#53","ECONOMY ANODIZED TIN",36,4
"2430","Brand#53","ECONOMY BRUSHED TIN",45,4
"2431","Brand#53","ECONOMY BURNISHED BRASS",14,4
"2432","Brand#53","ECONOMY BURNISHED COPPER",45,4
"2433","Brand#53","ECONOMY BURNISHED NICKEL",3,4
"2434","Brand#53","ECONOMY BURNISHED NICKEL",49,4
"2435","Brand#53","ECONOMY BURNISHED TIN",45,4
"2436","Brand#53","ECONOMY PLATED BRASS",3,4
"2437","Brand#53","ECONOMY PLATED NICKEL",14,4
"2438","Brand#53","ECONOMY PLATED STEEL",23,4
"2439","Brand#53","ECONOMY PLATED STEEL",36,4
"2440","Brand#53","ECONOMY POLISHED TIN",36,4
"2441","Brand#53","LARGE ANODIZED NICKEL",49,4
"2442","Brand#53","LARGE ANODIZED STEEL",19,4
"2443","Brand#53","LARGE BRUSHED COPPER",3,4
"2444","Brand#53","LARGE BRUSHED COPPER",14,4
"2445","Brand#53","LARGE BRUSHED NICKEL",23,4
"2446","Brand#53","LARGE BRUSHED NICKEL",36,4
"2447","Brand#53","LARGE BRUSHED TIN",36,4
"2448","Brand#53","LARGE BURNISHED BRASS",45,4
"2449","Brand#53","LARGE BURNISHED COPPER",19,4
"2450","Brand#53","LARGE BURNISHED COPPER",36,4
"2451","Brand#53","LARGE BURNISHED NICKEL",23,4
"2452","Brand#53","LARGE BURNISHED STEEL",19,4
"2453","Brand#53","LARGE BURNISHED STEEL",23,4
"2454","Brand#53","LARGE PLATED BRASS",9,4
"2455","Brand#53","LARGE PLATED BRASS",45,4
"2456","Brand#53","LARGE PLATED BRASS",49,4
"2457","Brand#53","LARGE PLATED COPPER",23,4
"2458","Brand#53","LARGE PLATED NICKEL",23,4
"2459","Brand#53","LARGE PLATED NICKEL",49,4
"2460","Brand#53","LARGE PLATED STEEL",49,4
"2461","Brand#53","LARGE PLATED TIN",14,4
"2462","Brand#53","LARGE POLISHED COPPER",49,4
"2463","Brand#53","LARGE POLISHED STEEL",36,4
"2464","Brand#53","LARGE POLISHED TIN",9,4
"2465","Brand#53","MEDIUM ANODIZED BRASS",23,4
"2466","Brand#53","MEDIUM ANODIZED STEEL",14,4
"2467","Brand#53","MEDIUM ANODIZED STEEL",36,4
"2468","Brand#53","MEDIUM ANODIZED TIN",3,4
"2469","Brand#53","MEDIUM ANODIZED TIN",9,4
"2470","Brand#53","MEDIUM BRUSHED BRASS",3,4
"2471","Brand#53","MEDIUM BRUSHED COPPER",3,4
"2472","Brand#53","MEDIUM BRUSHED NICKEL",14,4
"2473","Brand#53","MEDIUM BRUSHED NICKEL",36,4
"2474","Brand#53","MEDIUM BRUSHED NICKEL",49,4
"2475","Brand#53","MEDIUM BRUSHED STEEL",45,4
"2476","Brand#53","MEDIUM BURNISHED BRASS",3,4
"2477","Brand#53","MEDIUM BURNISHED BRASS",36,4
"2478","Brand#53","MEDIUM BURNISHED TIN",9,4
"2479","Brand#53","MEDIUM BURNISHED TIN",14,4
"2480","Brand#53","MEDIUM BURNISHED TIN",36,4
"2481","Brand#53","MEDIUM PLATED BRASS",23,4
"2482","Brand#53","MEDIUM PLATED COPPER",14,4
"2483","Brand#53","MEDIUM PLATED NICKEL",45,4
"2484","Brand#53","MEDIUM PLATED TIN",19,4
"2485","Brand#53","MEDIUM PLATED TIN",45,4
"2486","Brand#53","PROMO ANODIZED BRASS",36,4
"2487","Brand#53","PROMO ANODIZED NICKEL",3,4
"2488","Brand#53","PROMO ANODIZED NICKEL",19,4
"2489","Brand#53","PROMO BRUSHED BRASS",45,4
"2490","Brand#53","PROMO BRUSHED COPPER",3,4
"2491","Brand#53","PROMO BRUSHED COPPER",23,4
"2492","Brand#53","PROMO BRUSHED COPPER",45,4
"2493","Brand#53","PROMO BURNISHED BRASS",23,4
"2494","Brand#53","PROMO BURNISHED BRASS",36,4
"2495","Brand#53","PROMO BURNISHED NICKEL",23,4
"2496","Brand#53","PROMO BURNISHED STEEL",23,4
"2497","Brand#53","PROMO BURNISHED STEEL",49,4
"2498","Brand#53","PROMO PLATED TIN",19,4
"2499","Brand#53","PROMO PLATED TIN",23,4
"2500","Brand#53","PROMO PLATED TIN",36,4
"2501","Brand#53","PROMO POLISHED STEEL",23,4
"2502","Brand#53","PROMO POLISHED TIN",3,4
"2503","Brand#53","SMALL ANODIZED COPPER",23,4
"2504","Brand#53","SMALL ANODIZED COPPER",36,4
"2505","Brand#53","SMALL ANODIZED COPPER",49,4
"2506","Brand#53","SMALL ANODIZED NICKEL",36,4
"2507","Brand#53","SMALL BRUSHED BRASS",36,4
"2508","Brand#53","SMALL BRUSHED COPPER",3,4
"2509","Brand#53","SMALL BRUSHED TIN",3,4
"2510","Brand#53","SMALL BRUSHED TIN",36,4
"2511","Brand#53","SMALL BURNISHED BRASS",9,4
"2512","Brand#53","SMALL BURNISHED BRASS",49,4
"2513","Brand#53","SMALL BURNISHED COPPER",19,4
"2514","Brand#53","SMALL BURNISHED COPPER",45,4
"2515","Brand#53","SMALL PLATED BRASS",9,4
"2516","Brand#53","SMALL PLATED COPPER",3,4
"2517","Brand#53","SMALL PLATED NICKEL",14,4
"2518","Brand#53","SMALL POLISHED NICKEL",19,4
"2519","Brand#53","SMALL POLISHED STEEL",36,4
"2520","Brand#53","SMALL POLISHED TIN",23,4
"2521","Brand#53","STANDARD ANODIZED BRASS",14,4
"2522","Brand#53","STANDARD ANODIZED NICKEL",9,4
"2523","Brand#53","STANDARD ANODIZED NICKEL",23,4
"2524","Brand#53","STANDARD ANODIZED NICKEL",45,4
"2525","Brand#53","STANDARD ANODIZED STEEL",45,4
"2526","Brand#53","STANDARD BRUSHED COPPER",3,4
"2527","Brand#53","STANDARD BRUSHED NICKEL",23,4
"2528","Brand#53","STANDARD BRUSHED TIN",14,4
"2529","Brand#53","STANDARD BURNISHED NICKEL",49,4
"2530","Brand#53","STANDARD BURNISHED STEEL",9,4
"2531","Brand#53","STANDARD PLATED BRASS",36,4
"2532","Brand#53","STANDARD PLATED COPPER",45,4
"2533","Brand#53","STANDARD PLATED NICKEL",36,4
"2534","Brand#53","STANDARD PLATED STEEL",3,4
"2535","Brand#53","STANDARD PLATED STEEL",49,4
"2536","Brand#53","STANDARD PLATED TIN",23,4
"2537","Brand#53","STANDARD POLISHED STEEL",3,4
"2538","Brand#54","ECONOMY ANODIZED BRASS",9,4
"2539","Brand#54","ECONOMY ANODIZED BRASS",45,4
"2540","Brand#54","ECONOMY ANODIZED COPPER",9,4
"2541","Brand#54","ECONOMY ANODIZED STEEL",19,4
"2542","Brand#54","ECONOMY BRUSHED BRASS",45,4
"2543","Brand#54","ECONOMY BRUSHED NICKEL",19,4
"2544","Brand#54","ECONOMY BRUSHED STEEL",3,4
"2545","Brand#54","ECONOMY BRUSHED TIN",19,4
"2546","Brand#54","ECONOMY BURNISHED BRASS",45,4
"2547","Brand#54","ECONOMY BURNISHED COPPER",14,4
"2548","Brand#54","ECONOMY BURNISHED NICKEL",9,4
"2549","Brand#54","ECONOMY BURNISHED NICKEL",36,4
"2550","Brand#54","ECONOMY BURNISHED STEEL",36,4
"2551","Brand#54","ECONOMY BURNISHED TIN",9,4
"2552","Brand#54","ECONOMY BURNISHED TIN",14,4
"2553","Brand#54","ECONOMY BURNISHED TIN",23,4
"2554","Brand#54","ECONOMY PLATED TIN",23,4
"2555","Brand#54","ECONOMY POLISHED BRASS",9,4
"2556","Brand#54","ECONOMY POLISHED BRASS",19,4
"2557","Brand#54","ECONOMY POLISHED COPPER",23,4
"2558","Brand#54","ECONOMY POLISHED STEEL",23,4
"2559","Brand#54","ECONOMY POLISHED TIN",3,4
"2560","Brand#54","LARGE ANODIZED BRASS",14,4
"2561","Brand#54","LARGE ANODIZED BRASS",49,4
"2562","Brand#54","LARGE ANODIZED TIN",9,4
"2563","Brand#54","LARGE BRUSHED BRASS",14,4
"2564","Brand#54","LARGE BRUSHED STEEL",9,4
"2565","Brand#54","LARGE BRUSHED STEEL",23,4
"2566","Brand#54","LARGE BRUSHED TIN",14,4
"2567","Brand#54","LARGE BURNISHED BRASS",49,4
"2568","Brand#54","LARGE BURNISHED COPPER",19,4
"2569","Brand#54","LARGE BURNISHED NICKEL",14,4
"2570","Brand#54","LARGE BURNISHED TIN",14,4
"2571","Brand#54","LARGE PLATED BRASS",19,4
"2572","Brand#54","LARGE PLATED BRASS",23,4
"2573","Brand#54","LARGE POLISHED BRASS",19,4
"2574","Brand#54","LARGE POLISHED BRASS",23,4
"2575","Brand#54","LARGE POLISHED NICKEL",3,4
"2576","Brand#54","LARGE POLISHED NICKEL",14,4
"2577","Brand#54","LARGE POLISHED STEEL",19,4
"2578","Brand#54","LARGE POLISHED TIN",3,4
"2579","Brand#54","LARGE POLISHED TIN",9,4
"2580","Brand#54","LARGE POLISHED TIN",36,4
"2581","Brand#54","MEDIUM ANODIZED NICKEL",9,4
"2582","Brand#54","MEDIUM ANODIZED NICKEL",14,4
"2583","Brand#54","MEDIUM ANODIZED NICKEL",36,4
"2584","Brand#54","MEDIUM BRUSHED NICKEL",9,4
"2585","Brand#54","MEDIUM BRUSHED NICKEL",19,4
"2586","Brand#54","MEDIUM BURNISHED STEEL",3,4
"2587","Brand#54","MEDIUM BURNISHED STEEL",19,4
"2588","Brand#54","MEDIUM BURNISHED STEEL",23,4
"2589","Brand#54","MEDIUM PLATED BRASS",3,4
"2590","Brand#54","MEDIUM PLATED NICKEL",45,4
"2591","Brand#54","PROMO ANODIZED NICKEL",45,4
"2592","Brand#54","PROMO BRUSHED BRASS",3,4
"2593","Brand#54","PROMO BRUSHED STEEL",23,4
"2594","Brand#54","PROMO BRUSHED TIN",14,4
"2595","Brand#54","PROMO BURNISHED COPPER",49,4
"2596","Brand#54","PROMO BURNISHED TIN",9,4
"2597","Brand#54","PROMO PLATED BRASS",14,4
"2598","Brand#54","PROMO PLATED NICKEL",3,4
"2599","Brand#54","PROMO PLATED STEEL",19,4
"2600","Brand#54","PROMO PLATED TIN",23,4
"2601","Brand#54","PROMO PLATED TIN",49,4
"2602","Brand#54","PROMO POLISHED BRASS",3,4
"2603","Brand#54","PROMO POLISHED NICKEL",9,4
"2604","Brand#54","PROMO POLISHED TIN",49,4
"2605","Brand#54","SMALL ANODIZED COPPER",49,4
"2606","Brand#54","SMALL ANODIZED NICKEL",9,4
"2607","Brand#54","SMALL ANODIZED NICKEL",36,4
"2608","Brand#54","SMALL ANODIZED TIN",19,4
"2609","Brand#54","SMALL BRUSHED BRASS",14,4
"2610","Brand#54","SMALL BRUSHED BRASS",19,4
"2611","Brand#54","SMALL BRUSHED BRASS",36,4
"2612","Brand#54","SMALL BRUSHED COPPER",3,4
"2613","Brand#54","SMALL BRUSHED COPPER",9,4
"2614","Brand#54","SMALL BRUSHED COPPER",19,4
"2615","Brand#54","SMALL BRUSHED TIN",9,4
"2616","Brand#54","SMALL BRUSHED TIN",36,4
"2617","Brand#54","SMALL BURNISHED COPPER",9,4
"2618","Brand#54","SMALL BURNISHED COPPER",36,4
"2619","Brand#54","SMALL BURNISHED STEEL",14,4
"2620","Brand#54","SMALL BURNISHED STEEL",19,4
"2621","Brand#54","SMALL BURNISHED TIN",9,4
"2622","Brand#54","SMALL BURNISHED TIN",36,4
"2623","Brand#54","SMALL PLATED BRASS",23,4
"2624","Brand#54","SMALL PLATED COPPER",9,4
"2625","Brand#54","SMALL PLATED COPPER",36,4
"2626","Brand#54","SMALL PLATED COPPER",49,4
"2627","Brand#54","SMALL PLATED NICKEL",9,4
"2628","Brand#54","SMALL PLATED TIN",23,4
"2629","Brand#54","SMALL PLATED TIN",36,4
"2630","Brand#54","SMALL POLISHED BRASS",9,4
"2631","Brand#54","SMALL POLISHED COPPER",9,4
"2632","Brand#54","SMALL POLISHED TIN",9,4
"2633","Brand#54","STANDARD ANODIZED BRASS",3,4
"2634","Brand#54","STANDARD ANODIZED BRASS",9,4
"2635","Brand#54","STANDARD ANODIZED COPPER",3,4
"2636","Brand#54","STANDARD ANODIZED TIN",3,4
"2637","Brand#54","STANDARD BRUSHED COPPER",3,4
"2638","Brand#54","STANDARD BRUSHED NICKEL",45,4
"2639","Brand#54","STANDARD BRUSHED TIN",36,4
"2640","Brand#54","STANDARD BURNISHED BRASS",23,4
"2641","Brand#54","STANDARD BURNISHED BRASS",49,4
"2642","Brand#54","STANDARD BURNISHED COPPER",19,4
"2643","Brand#54","STANDARD BURNISHED NICKEL",23,4
"2644","Brand#54","STANDARD BURNISHED STEEL",45,4
"2645","Brand#54","STANDARD PLATED BRASS",3,4
"2646","Brand#54","STANDARD PLATED BRASS",45,4
"2647","Brand#54","STANDARD PLATED BRASS",49,4
"2648","Brand#54","STANDARD PLATED STEEL",3,4
"2649","Brand#54","STANDARD POLISHED BRASS",36,4
"2650","Brand#54","STANDARD POLISHED STEEL",3,4
"2651","Brand#54","STANDARD POLISHED STEEL",14,4
"2652","Brand#54","STANDARD POLISHED STEEL",45,4
"2653","Brand#55","ECONOMY ANODIZED BRASS",3,4
"2654","Brand#55","ECONOMY BRUSHED BRASS",19,4
"2655","Brand#55","ECONOMY BRUSHED COPPER",9,4
"2656","Brand#55","ECONOMY BRUSHED COPPER",23,4
"2657","Brand#55","ECONOMY BRUSHED COPPER",45,4
"2658","Brand#55","ECONOMY BRUSHED STEEL",23,4
"2659","Brand#55","ECONOMY BURNISHED NICKEL",36,4
"2660","Brand#55","ECONOMY BURNISHED NICKEL",45,4
"2661","Brand#55","ECONOMY BURNISHED TIN",45,4
"2662","Brand#55","ECONOMY PLATED NICKEL",19,4
"2663","Brand#55","ECONOMY POLISHED NICKEL",9,4
"2664","Brand#55","LARGE BRUSHED BRASS",23,4
"2665","Brand#55","LARGE BRUSHED BRASS",45,4
"2666","Brand#55","LARGE BRUSHED COPPER",49,4
"2667","Brand#55","LARGE BRUSHED NICKEL",9,4
"2668","Brand#55","LARGE BRUSHED NICKEL",14,4
"2669","Brand#55","LARGE BURNISHED BRASS",3,4
"2670","Brand#55","LARGE BURNISHED COPPER",14,4
"2671","Brand#55","LARGE BURNISHED COPPER",36,4
"2672","Brand#55","LARGE PLATED BRASS",45,4
"2673","Brand#55","LARGE PLATED COPPER",19,4
"2674","Brand#55","LARGE PLATED NICKEL",9,4
"2675","Brand#55","LARGE PLATED STEEL",9,4
"2676","Brand#55","LARGE PLATED TIN",9,4
"2677","Brand#55","LARGE PLATED TIN",14,4
"2678","Brand#55","LARGE PLATED TIN",23,4
"2679","Brand#55","LARGE POLISHED NICKEL",3,4
"2680","Brand#55","LARGE POLISHED STEEL",36,4
"2681","Brand#55","LARGE POLISHED STEEL",45,4
"2682","Brand#55","MEDIUM ANODIZED COPPER",9,4
"2683","Brand#55","MEDIUM BRUSHED BRASS",3,4
"2684","Brand#55","MEDIUM BRUSHED NICKEL",23,4
"2685","Brand#55","MEDIUM BRUSHED TIN",45,4
"2686","Brand#55","MEDIUM BURNISHED BRASS",23,4
"2687","Brand#55","MEDIUM BURNISHED COPPER",36,4
"2688","Brand#55","MEDIUM BURNISHED NICKEL",3,4
"2689","Brand#55","MEDIUM BURNISHED STEEL",14,4
"2690","Brand#55","MEDIUM BURNISHED STEEL",36,4
"2691","Brand#55","MEDIUM PLATED NICKEL",23,4
"2692","Brand#55","PROMO ANODIZED COPPER",14,4
"2693","Brand#55","PROMO ANODIZED COPPER",49,4
"2694","Brand#55","PROMO ANODIZED STEEL",36,4
"2695","Brand#55","PROMO ANODIZED TIN",23,4
"2696","Brand#55","PROMO BRUSHED NICKEL",36,4
"2697","Brand#55","PROMO BRUSHED STEEL",3,4
"2698","Brand#55","PROMO BRUSHED STEEL",36,4
"2699","Brand#55","PROMO BRUSHED TIN",9,4
"2700","Brand#55","PROMO BURNISHED COPPER",3,4
"2701","Brand#55","PROMO BURNISHED STEEL",14,4
"2702","Brand#55","PROMO BURNISHED TIN",23,4
"2703","Brand#55","PROMO BURNISHED TIN",49,4
"2704","Brand#55","PROMO PLATED COPPER",3,4
"2705","Brand#55","PROMO PLATED NICKEL",3,4
"2706","Brand#55","PROMO PLATED NICKEL",14,4
"2707","Brand#55","PROMO PLATED NICKEL",23,4
"2708","Brand#55","PROMO PLATED TIN",3,4
"2709","Brand#55","PROMO POLISHED COPPER",3,4
"2710","Brand#55","SMALL ANODIZED BRASS",19,4
"2711","Brand#55","SMALL ANODIZED NICKEL",45,4
"2712","Brand#55","SMALL BRUSHED COPPER",14,4
"2713","Brand#55","SMALL BRUSHED COPPER",45,4
"2714","Brand#55","SMALL BURNISHED BRASS",14,4
"2715","Brand#55","SMALL BURNISHED TIN",3,4
"2716","Brand#55","SMALL BURNISHED TIN",49,4
"2717","Brand#55","SMALL PLATED BRASS",45,4
"2718","Brand#55","SMALL PLATED COPPER",23,4
"2719","Brand#55","SMALL PLATED COPPER",36,4
"2720","Brand#55","SMALL PLATED COPPER",45,4
"2721","Brand#55","SMALL PLATED COPPER",49,4
"2722","Brand#55","SMALL PLATED NICKEL",9,4
"2723","Brand#55","SMALL PLATED STEEL",9,4
"2724","Brand#55","SMALL PLATED TIN",14,4
"2725","Brand#55","SMALL PLATED TIN",36,4
"2726","Brand#55","SMALL POLISHED NICKEL",45,4
"2727","Brand#55","SMALL POLISHED STEEL",19,4
"2728","Brand#55","SMALL POLISHED TIN",19,4
"2729","Brand#55","STANDARD ANODIZED BRASS",36,4
"2730","Brand#55","STANDARD ANODIZED BRASS",49,4
"2731","Brand#55","STANDARD ANODIZED STEEL",19,4
"2732","Brand#55","STANDARD ANODIZED TIN",36,4
"2733","Brand#55","STANDARD ANODIZED TIN",49,4
"2734","Brand#55","STANDARD BRUSHED BRASS",36,4
"2735","Brand#55","STANDARD BRUSHED COPPER",3,4
"2736","Brand#55","STANDARD BRUSHED COPPER",9,4
"2737","Brand#55","STANDARD BRUSHED COPPER",23,4
"2738","Brand#55","STANDARD BRUSHED STEEL",19,4
"2739","Brand#55","STANDARD BRUSHED TIN",23,4
"2740","Brand#55","STANDARD BRUSHED TIN",45,4
"2741","Brand#55","STANDARD BURNISHED BRASS",19,4
"2742","Brand#55","STANDARD BURNISHED NICKEL",3,4
"2743","Brand#55","STANDARD BURNISHED NICKEL",36,4
"2744","Brand#55","STANDARD BURNISHED STEEL",19,4
"2745","Brand#55","STANDARD PLATED BRASS",23,4
"2746","Brand#55","STANDARD PLATED NICKEL",9,4
"2747","Brand#55","STANDARD PLATED TIN",36,4
"2748","Brand#55","STANDARD POLISHED BRASS",3,4
"2749","Brand#55","STANDARD POLISHED BRASS",49,4
"2750","Brand#55","STANDARD POLISHED COPPER",19,4
"2751","Brand#55","STANDARD POLISHED COPPER",36,4
"2752","Brand#55","STANDARD POLISHED NICKEL",14,4
"2753","Brand#55","STANDARD POLISHED STEEL",9,4
"2754","Brand#55","STANDARD POLISHED STEEL",36,4
"2755","Brand#12","LARGE BURNISHED NICKEL",14,3
"2756","Brand#12","PROMO POLISHED TIN",3,3
"2757","Brand#21","MEDIUM ANODIZED TIN",9,3
"2758","Brand#22","PROMO BRUSHED BRASS",19,3
"2759","Brand#22","PROMO BURNISHED COPPER",14,3
"2760","Brand#43","STANDARD BRUSHED BRASS",23,3
"2761","Brand#44","MEDIUM ANODIZED NICKEL",9,3
"2762","Brand#53","MEDIUM BURNISHED BRASS",49,3
